show_id,title,type,release_year,duration_minutes,season_count,description,date_added,rating
s1449,Cobra Kai,TV Show,2021,,3.0,"Decades after the tournament that changed their lives, the rivalry between Johnny and Daniel reignites in this sequel to the ""Karate Kid"" films.",2021-01-01,TV-14
s1450,Dream Home Makeover,TV Show,2021,,2.0,"Dreams come true for real families looking for the perfect home tailored to their own unique style, thanks to Shea and Syd McGee of Studio McGee.",2021-01-01,TV-G
s1451,Eddie Murphy: Raw,Movie,1987,90.0,,"This stand-up comedy classic features Eddie Murphy live in a provocative series of impressions, observations and remembrances of his childhood.",2021-01-01,R
s1452,Full Out 2: You Got This!,Movie,2020,91.0,,"With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition.",2021-01-01,TV-Y
s1453,Gimme Shelter,Movie,2013,101.0,,"After running away from her abusive mother, a streetwise teen seeks refuge with her father, but he rejects her when he learns that she's pregnant.",2021-01-01,PG-13
s1454,Good Burger,Movie,1997,96.0,,"Working at a neighborhood fast-food joint, two teens try to save the restaurant when a giant burger franchise fires up the competition.",2021-01-01,PG
s1455,Good Hair,Movie,2009,96.0,,Chris Rock hops around the world going from beauty salons to science labs to comb through the mystery of Black hair.,2021-01-01,PG-13
s1456,Headspace Guide to Meditation,TV Show,2021,,1.0,"Headspace takes a friendly, animated look at the benefits of meditation while offering techniques and guided meditations to jump-start your practice.",2021-01-01,TV-G
s1457,Into the Wild,Movie,2007,148.0,,A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.,2021-01-01,R
s1458,Jenni Rivera: Mariposa de Barrio,TV Show,2017,,1.0,This drama follows Mexican-American singer Jenni Rivera's unlikely rise from suicidal pregnant teen and abused wife to banda superstar.,2021-01-01,TV-MA
s1459,London Heist,Movie,2017,96.0,,"After a heist gone wrong, a career criminal gradually uncovers the hidden motive behind his father's murder – and it has nothing to do with money.",2021-01-01,R
s1460,Mean Girls 2,Movie,2011,98.0,,The father of a high school pariah offers to pay another student's way through college if she makes friends with his outcast daughter.,2021-01-01,PG-13
s1461,Monarca,TV Show,2021,,2.0,"After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.",2021-01-01,TV-MA
s1462,Mystic Pizza,Movie,1988,104.0,,"In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor.",2021-01-01,R
s1463,Running Man,TV Show,2020,,1.0,"Wanting to bring home the ultimate prize, a group of competitors gather for a championship — and discover both friends and enemies as they play!",2021-01-01,TV-Y7
s1464,The Cat in the Hat Knows a Lot About That!,TV Show,2014,,1.0,"The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!",2021-01-01,TV-Y
s1465,The Creative Brain,Movie,2019,53.0,,"Neuroscientist David Eagleman taps into the creative process of various innovators while exploring brain-bending, risk-taking ways to spark creativity.",2021-01-01,TV-14
s1466,The Haunted Hathaways,TV Show,2013,,2.0,Single mom Michelle Hathaway and her daughters find that they share their New Orleans home with the ghosts of single dad Ray Preston and his two sons.,2021-01-01,TV-G
s1467,The Minimalists: Less Is Now,Movie,2021,54.0,,They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less.,2021-01-01,TV-14
s1468,Unknown,Movie,2011,113.0,,"Liam Neeson stars as a man who regains consciousness after a car accident, only to discover that another man is impersonating him.",2021-01-01,PG-13
s1469,What Happened to Mr. Cha?,Movie,2021,102.0,,"With the peak of his career long behind him, an actor clings to his past glory — until a sudden wake-up call forces him to face who he's become.",2021-01-01,TV-MA
s1470,What's Eating Gilbert Grape,Movie,1993,118.0,,"In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life.",2021-01-01,PG-13
s1471,Alaska Is a Drag,Movie,2017,83.0,,"Tormented by bullies, an aspiring drag star working at an Alaskan cannery becomes a skilled fighter and is tapped for competition by a boxing coach.",2020-12-31,TV-MA
s1472,Best of Stand-Up 2020,Movie,2020,77.0,,"From Jerry Seinfeld to Leslie Jones, Kevin Hart to Hannah Gadsby, laugh along with the funniest bits from Netflix's 2020 stand-up comedy specials.",2020-12-31,TV-MA
s1473,Bobby Jasoos,Movie,2014,116.0,,"With unlimited determination and zero field experience, a small-town detective accepts a lucrative case from a mysterious – and suspicious – stranger.",2020-12-31,TV-14
s1474,Chilling Adventures of Sabrina,TV Show,2020,,4.0,"Magic and mischief collide as half-human, half-witch Sabrina navigates between two worlds: mortal teen life and her family's legacy, the Church of Night.",2020-12-31,TV-14
s1475,Tarung Sarung,Movie,2020,116.0,,"Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business.",2020-12-31,TV-PG
s1476,Too Handsome to Handle,Movie,2019,106.0,,"Wary of the effects of his good looks on others, a shut-in agrees to attend high school for the first time and meets a girl who's immune to his charm.",2020-12-31,TV-14
s1477,Best Leftovers Ever!,TV Show,2020,,1.0,Decadent pasta from day-old fries? Skillful cooks transform tired leftovers into tantalizing new dishes in this wildly creative culinary competition.,2020-12-30,TV-G
s1478,Dare Me,TV Show,2019,,1.0,"Relationships topple and loyalties flip when an icy new cheerleading coach takes over the high school squad ruled by Beth and her devoted BFF, Addy.",2020-12-30,TV-MA
s1479,Equinox,TV Show,2020,,1.0,"Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth.",2020-12-30,TV-MA
s1480,SanPa: Sins of the Savior,TV Show,2020,,1.0,"Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earning him fierce public devotion — even as charges of violence began to mount.",2020-12-30,TV-MA
s1481,Still Game,TV Show,2018,,9.0,"Scottish pensioners Jack and Victor make the most of their golden years, getting themselves into all kinds of scrapes in their Glasgow suburb.",2020-12-30,TV-14
s1482,The Rope Curse 2,Movie,2020,105.0,,"After a purification ritual unravels, a conflicted Taoist priest attempts to help a lonely young psychic whose aunt is possessed by a powerful demon.",2020-12-30,TV-MA
s1483,Transformers: War for Cybertron: Earthrise,TV Show,2020,,1.0,"While Megatron takes drastic measures to save the Decepticons, the Autobots fight to save all of Cybertron from both on the planet and aboard the Ark.",2020-12-30,TV-Y7
s1484,A Love So Beautiful,TV Show,2020,,1.0,"Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",2020-12-28,TV-PG
s1485,Cops and Robbers,Movie,2020,8.0,,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,2020-12-28,PG-13
s1486,Rango,Movie,2011,110.0,,"When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town.",2020-12-28,PG
s1487,Death to 2020,Movie,2020,71.0,,"As the year we all want to end finally does, take a look back at 2020's mad glory in this comedic retrospective from the creators of ""Black Mirror.""",2020-12-27,TV-MA
s1488,Sakho & Mangane,TV Show,2019,,1.0,A by-the-book police captain and a brash young detective must team up to take on the supernatural when strange forces begin to wreak havoc on Dakar.,2020-12-27,TV-MA
s1489,DNA,Movie,2020,91.0,,"Grieving the death of her grandfather, Neige navigates family conflict and questions her world in this meditation about cultural identity and roots.",2020-12-26,TV-MA
s1490,Regiment Diaries,TV Show,2020,,2.0,"Historical footage and interviews with soldiers showcase war stories, unique traditions and unifying principles of the Indian Army’s various regiments.",2020-12-26,TV-PG
s1491,The Magic School Bus Rides Again In the Zone,Movie,2020,46.0,,"Ms. Frizzle's class sees every show on a pop star's New Year's Eve tour, learning about time zones as they attend all her concerts on the same night.",2020-12-26,TV-Y
s1492,AK vs AK,Movie,2020,109.0,,"After a public spat with a movie star, a disgraced director retaliates by kidnapping the actor’s daughter, filming the search for her in real time.",2020-12-25,TV-MA
s1493,Bridgerton,TV Show,2020,,1.0,The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society. Inspired by Julia Quinn's bestselling novels.,2020-12-25,TV-MA
s1494,Isa Pa with Feelings,Movie,2019,102.0,,"When an aspiring architect falls for her Deaf neighbor, they develop a connection and set out to form their own love language despite their differences.",2020-12-25,TV-G
s1495,We Can Be Heroes,Movie,2020,101.0,,"When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet.",2020-12-25,PG
s1496,Bridezilla,Movie,2019,94.0,,"After failing to deliver for a demanding bride, a wedding planner makes a bold business move and throws the wedding of the year — for herself.",2020-12-24,TV-MA
s1497,Cemara's Family,Movie,2018,110.0,,"After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village.",2020-12-24,TV-G
s1498,"Hello, Love, Goodbye",Movie,2019,117.0,,"In Hong Kong, the lives of two overseas Filipino workers intertwine as they navigate daily duties, career aspirations and romantic possibilities.",2020-12-24,TV-14
s1499,The History of Future Folk,Movie,2012,85.0,,An alien ordered to colonize Earth abandons his mission when he hears music for the first time and is determined to save his adopted planet.,2020-12-23,TV-14
s1500,The Midnight Sky,Movie,2020,119.0,,"In the aftermath of a global catastrophe, a lone scientist in the Arctic races to contact a crew of astronauts with a warning not to return to Earth.",2020-12-23,PG-13
s1501,Your Name Engraved Herein,Movie,2020,115.0,,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",2020-12-23,TV-MA
s1502,After We Collided,Movie,2020,105.0,,"Tessa fell hard and fast for Hardin, but after a betrayal tears them apart, she must decide whether to move on — or trust him with a second chance.",2020-12-22,R
s1503,London Hughes: To Catch a D*ck,Movie,2020,68.0,,Bawdy comedian and television presenter London Hughes revisits her past in this acclaimed breakout special filled with unfiltered tales and wild stories.,2020-12-22,TV-MA
s1504,Lovestruck in the City,TV Show,2020,,1.0,"Heart stolen by a free-spirited woman after a beachside romance, a passionate architect sets out to reunite with her on the streets of Seoul.",2020-12-22,TV-14
s1505,QLIMAX THE SOURCE,Movie,2020,57.0,,Seven priests. Six realms. One destiny. Begin an immersive audiovisual hardstyle trip into the mystical world of Qlimax — and become one with the sound.,2020-12-22,TV-14
s1506,Rhyme Time Town Singalongs,TV Show,2020,,1.0,"Love snackable, snap-worthy songs? Sing along with the Rhyme Time Town friends as they use their imaginations and flex their problem-solving skills!",2020-12-22,TV-Y
s1507,Shaun the Sheep,TV Show,2016,,2.0,"Join freewheeling Shaun for barnyard misadventures with his cousin Timmy, giant sheepdog Bitzer, jealous cat Pidsley and fellow sheep Shirley.",2020-12-22,TV-Y
